name;address;latitude;longitude;tel1;tel2
一嗨租车;五童路奥飞马1-5;29.5886;106.5403;null;null
重庆万雄汽车租赁;松石北路与松石支路交叉口西50米;29.5849;106.5037;null;null
龙搏租车;长江二路88号爱华龙都大厦;29.5409;106.5203;023-89310601;023-68718190
正大租车;红石路5-2附近;29.5825;106.52;023-67627772;13220271288
欧冠祥汽车租赁;渝航路四巷6号;29.719;106.6336;023-67174766;13883472561
易游租车;旗龙路60附近;29.5935;106.4954;13648385980;null
九通汽车租赁;观音桥阳光城6楼;29.5765;106.5311;null;null
一嗨租车回兴轻轨站送车点;回兴镇街道兴科大道299号农村商业银行;29.6899;106.6058;18883365499;null
世鼎租车;石新路2号附18号;29.5282;106.4799;13368476888;023-86970049
神舟租车;喜地山戴斯大酒店附近;29.7172;106.6353;null;null
盼达用车(海悦香缇);宏帆路91号海悦香缇小区入口处;29.5914;106.4668;null;null
安利达汽车租赁公司;万寿大道104-3号;29.992;108.1175;13648235234;15683003888
顶皓汽车租赁有限公司;金紫街116-17号附近;29.5209;106.5665;null;null
华锋汽车租赁(沙区站);民生路9号阳光星座;29.555;106.5736;023-66690892;023-66579373
重庆鑫港租车公司(渝北总店);丁香路8号附22号;29.602;106.5511;023-86622019;023-86077107
驰程租车(锦龙苑东南);上游三村8号1一2号门面;29.4994;106.5086;13657696626;023-62228899
重庆百艺租车行;河滨西路北段48号;29.5345;108.7802;13908270518;null
小什字汽车租赁;新华大道中段与联合街交叉口南50米;29.5255;108.7876;null;null
重庆禾易汽车租赁有限公司(江津店);鼎山大道58号金科世界城27栋2单元2-6号商铺;29.2692;106.2556;023-47538085;null
驰程汽车租赁(渝新路);渝新路260附6号;29.5375;106.4873;023-68526026;null
八方租车(谢小路店);谢家湾正街47号艾佳A栋1层;29.5181;106.5171;023-68669619;null
安畅汽车租赁行;青龙路313号;30.9324;108.6941;15084307676;null
恒通汽车租赁(关坪路);关坪路107附近;30.9225;108.7107;13668427988;null
鼎隆汽车租赁(观音桥店);建新南路11号浩博天庭一楼大厅;29.5715;106.535;023-67521122;13389648777
鑫盾汽车租赁(津西花园店);西园路69号附32号;29.2779;106.2556;023-85533266;null
奥邦汽车租赁;科园四路75-77附近;29.5332;106.4944;15802382055;null
神州租车(重庆江北机场T2航站楼店);重庆江北机场T2航站楼租车专用停车场;29.7183;106.6359;4006166666;13368386983
安峰汽车租赁;璧城街道文星路10号;29.5861;106.2369;023-87380868;13883206218
尚途租车;康恒路19号;29.4973;106.5678;13500367848;null
良鸿汽车租赁公司;科园四路11号附近;29.5341;106.4946;null;null
龙城汽车租赁(水巷子店);兴农东街58号龙华汽修厂斜对面;29.839;106.0605;023-45676111;13983683427
1号租车(南坪店);亚太路9号附86号;29.5357;106.5596;null;null
南坪中祥租车公司;江南大道万达广场商务公寓4栋24-3号;29.5252;106.5697;023-86228298;18723231606
佳州汽车租赁;北山路与渝东步行街交叉口北50米;30.8257;108.3903;023-85731788;null
快速汽车租赁;鸡冠石路3号附49号;29.6063;106.2288;023-41600811;13320338025
吉安汽车出租;璧城街道远林二街2附1号远林雅宇豪苑东区;29.5936;106.2241;13628312682;null
弘达汽车租赁;文星路与璧青路交叉口西北50米;29.586;106.2373;null;null
明鹏租车(五红路店);五红路17附26号;29.5838;106.5559;023-86622199;023-67126798
重庆凌云汽车租赁有限公司;临江路89号天伦华苑;29.558;106.5722;null;null
翔龙汽车租赁有限公司;安庆路103-34号;30.7605;108.4408;023-58544186;13668478188
鸿升汽车租赁有限公司;福顺路11号2栋41号;29.5563;106.2259;023-41510516;13667668111
盼达用车(沙滨路桥下停车场);沙滨路秋水与宝嘉段桥下停车场;29.5716;106.4691;null;null
奔途租车;易家沟长安医院旁13号;29.5767;106.5518;023-67122235;18983028819
重庆荣归租车公司;洋河二路计生医院上行50米;29.5846;106.5317;15823111163;15823320830
一嗨租车人和送车点;人和大道附近北城医院大门口;29.6205;106.5283;023-63067217;null
易游租车;新南路162号水晶星座13-11号(会馆旁);29.6014;106.5041;023-63111511;null
陆航者租车(人和店);人和天来酒店旁;29.6306;106.5317;023-63421366;null
重庆驷途汽车租赁;南坪西路63号附近;29.5281;106.5547;null;null
腾达租车(天宫大道店);天宫大道94号附6号;29.6035;106.5504;023-63019868;13062345666
盼达用车(同创高原);高九路经纬大道1098号同创高原商业广场;29.5456;106.4841;null;null
沃克汽车租赁;丹龙路5号;29.5147;106.5426;null;null
叮叮租车(花园新村店);松石大道111号丰业小区B栋1-23号;29.5828;106.5019;023-88567649;17783907855
一嗨租车(冉家坝店);旗龙路60号附34号;29.5936;106.4945;023-67561169;null
韵辰租车;天瑞路17号5栋附73号;29.6178;106.5487;023-67305516;18523955529
纬度租车;都市花园东路66附66号;29.5421;106.4545;023-61718808;null
商旅租车;五红路40号附1号;29.5842;106.5516;13220271288;null
机场快车;渝航大道T3航站楼2F层;29.7092;106.6554;null;null
一嗨租车;新溉大道郑家院子站内;29.5991;106.5301;023-63067212;null
明翼汽车租赁;泡桐树街9号;29.278;106.2559;023-47228107;null
黎飞汽车救援;金山路10号附7号;29.5191;106.5587;null;null
中御租车&婚车之家;茂业天地1720;29.5778;106.5311;4000018520;15213641359
津源租车;电测村231号;29.5775;106.5268;null;null
鸿通汽车租赁;青龙路152号;30.928;108.6971;15123573515;13123573515
盼达用车(四川外国语大学);壮志路四川外国语大学新校区后门旁翰阳驾校内;29.5642;106.4332;null;null
行车道汽车互联网;南滨西路12号附3号;29.5142;106.5411;023-62813070;null
重庆市出租汽车有限责任公司;红黄路90号中北商务大楼B座6层;29.5861;106.5322;023-67525800;null
重庆速达汽车租赁有限公司;兰花小区路口建设银行旁;29.5181;106.4581;023-68883622;13752978078
友途租车;翠湖路315号1-15号;29.7019;106.6262;023-67288877;null
兴展租车;天马路186号;29.543;106.4581;null;null
浩辰租车;兴隆苑59号;29.5184;106.5746;13500357333;null
重庆神行者租车;沙中路;29.5614;106.4663;023-66600006;023-61302211
江北宿安租车(江北店);北城路82号附1号;29.5731;106.5593;023-67127530;null
卡思租车;南兴路228号附23号(渝能都市经典);29.52;106.5717;023-62477773;18883333290
盼达用车(凯帝国际);烟雨路1附14号凯帝国际网球俱乐部内;29.5356;106.5862;null;null
吉景汽车租赁;江南大道7号2栋韵阁15-12;29.5322;106.5665;023-89009996;null
恒强汽车租赁;兴科大道522号;29.6844;106.5949;023-67457666;null
铭中汽车租赁;辅仁大道25-附1-9号附近;29.5321;106.5789;null;null
沙坪坝超雅租车公司;天马路与马家岩立交交叉口东南100米;29.5402;106.4649;17723117099;null
伟进汽车租赁;泡桐树街65号;29.2767;106.2553;023-47519500;13002340759
重庆法诺迪汽车租赁;经纬大道1109-附4号附近;29.5426;106.4811;null;null
潘冉汽车租赁;官坝路锦绣苑339号;29.5292;108.7904;15696900900;null
彩梦租车;南坪金山路146-2号;29.5191;106.5642;17384709175;null
豪贷租车;南兴路239号;29.5181;106.5714;null;null
盼达用车(兰花湖公园);回龙路;29.5039;106.5714;null;null
公运出租;杨渡二村;29.4959;106.5014;null;null
艾美租车(海德门店);南兴路与江南大道交叉口东100米;29.5203;106.5757;null;null
盼达用车(南坪汽车站);江南大道15号;29.5274;106.5706;null;null
一嗨租车(江北机场T2店);一嗨租车江北机场t2店;29.7173;106.6355;023-61304988;null
顺安租车(嘉州路);加州花园C-1栋;29.5883;106.5242;023-67502188;null
瑞安租车(南城丽居西南);江南大道29号渝能汽配城1-109号;29.5243;106.5729;023-86228388;023-86228399
西永老街;西永街道赖白路西永医院旁露天停车场;29.5849;106.3775;null;null
中尊租车;新溉大道567附近;29.5986;106.5611;null;null
永发租车(天陈路店);天陈路31号1-1-4室;29.5525;106.4591;023-65312790;null
盼达用车(力帆中心);力帆中心1层(精美国际俱乐部前行100米);29.5688;106.5731;null;null
商社汽车租赁公司;袁家岗2号;29.5318;106.5167;023-68703188;023-68707688
一嗨租车(龙头寺店);泰山大道东段60号附15号;29.6027;106.5522;023-63067217;null
瑞卡便利租车(狮子坪轻轨站店);山茶路49号;29.6007;106.5478;13826221446;null
一嗨租车(杨家坪店);西郊路上游三村7号附1号-31幢1单元附1-2;29.499;106.5081;023-68404892;4008886608
旭升汽车租赁;人民路123-1号蒲田大厦1506室;29.5628;106.5557;023-63500379;023-63890654
九鼎汽车租赁(文风路店);文凤路220;29.5849;106.2296;023-85288466;13640511588
神州租车(南坪会展中心店);南坪会展中心广场对面会展花市1号出口旁;29.5349;106.5644;023-62753912;4006166666
神州租车(江北力帆体育场店);洋河四路(卜蜂莲花超市收货区旁);29.5858;106.5339;023-67871760;023-67871780
诚信汽车租赁行(桃花源大道南路);金银山大道南路477号附近;28.8276;108.771;15310581888;18996975038
明强租车;江南大道1-18号附近;29.5315;106.5658;023-62604098;null
畅行租车(总店);都市花园西路146号;29.5388;106.4491;13983417779;15723255558
友诚租车(金龙路店);金龙路12号建设银行对面;29.5838;106.5118;15215119818;null
五福租车;开州区滨湖中路785号附近;31.1756;108.3944;null;null
洋芋租车;汉丰街石龙大桥转盘;31.1762;108.3944;13509442222;null
舒捷婚庆租车;开州区凤凰路226;31.1727;108.3953;17059570555;null
天龙租车;开州区开州区百成街68;31.1666;108.4064;15223519916;null
重庆市大足区畅运汽车租赁有限公司;海棠路与龙中路交叉口东100米;29.6954;105.7218;15683359087;null
吉运租车;百成街28号;31.165;108.4066;023-52787776;15523005000
罗马租车行;汉丰街175号附近;31.1583;108.3666;13628222906;18182338840
宏达租车;汉丰街道驷马社区百成街52号;31.1658;108.4063;023-52252177;null
神州租车(涪陵滨江大道涪陵港服务点);滨江大道涪陵港旁两江地下停车场内;29.7121;107.4031;13060255789;null
维格汽车租赁行;金华路328号附35号(摩尼咖啡旁边);29.8271;106.4169;023-68282873;13640566672
广仁汽车租赁;帅乡路458号附近;31.1653;108.3903;023-52248255;null
重庆衫基汽车租赁有限公司;火车站大道2号附143号;29.1502;107.1067;023-71666101;13452574333
强宇汽车租赁;丹凤路与香林北路交叉口北150米;28.4502;109.0034;15023973888;null
垫江县互邦出租汽车有限公司;桂溪镇桂西大道凤西街凤西路8号2楼;30.3298;107.3372;null;null
合川区合州车主俱乐部(滴滴优步服务中心);南津街491号;29.9768;106.2762;023-42889799;null
夔澳租车;鱼复街道诗城路117号附111号;31.0142;109.4707;13101083111;13224922333
天华租车行;万盛经开区万盛大道40附近;28.9531;106.9283;13032364587;null
重庆市鹏俊汽车租赁有限公司;火车站大道2号附148号;29.1502;107.1067;023-85630058;13996817432
重庆长途汽车运输(集团)有限公司大学城汽车租赁分公司;盛德路南50米;29.6141;106.3237;null;null
长江租车;北环路27号(博赛豪庭正对面);29.1646;107.1003;023-85631693;13251111117
盼达用车(南坪汽车站);江南大道15号;29.5274;106.5706;null;null
一嗨租车(江北机场T2店);一嗨租车江北机场t2店;29.7173;106.6355;023-61304988;null
顺安租车(嘉州路);加州花园C-1栋;29.5883;106.5242;023-67502188;null
瑞安租车(南城丽居西南);江南大道29号渝能汽配城1-109号;29.5243;106.5729;023-86228388;023-86228399
西永老街;西永街道赖白路西永医院旁露天停车场;29.5849;106.3775;null;null
中尊租车;新溉大道567附近;29.5986;106.5611;null;null
永发租车(天陈路店);天陈路31号1-1-4室;29.5525;106.4591;023-65312790;null
盼达用车(力帆中心);力帆中心1层(精美国际俱乐部前行100米);29.5688;106.5731;null;null
商社汽车租赁公司;袁家岗2号;29.5318;106.5167;023-68703188;023-68707688
一嗨租车(龙头寺店);泰山大道东段60号附15号;29.6027;106.5522;023-63067217;null
瑞卡便利租车(狮子坪轻轨站店);山茶路49号;29.6007;106.5478;13826221446;null
一嗨租车(杨家坪店);西郊路上游三村7号附1号-31幢1单元附1-2;29.499;106.5081;023-68404892;4008886608
旭升汽车租赁;人民路123-1号蒲田大厦1506室;29.5628;106.5557;023-63500379;023-63890654
九鼎汽车租赁(文风路店);文凤路220;29.5849;106.2296;023-85288466;13640511588
神州租车(南坪会展中心店);南坪会展中心广场对面会展花市1号出口旁;29.5349;106.5644;023-62753912;4006166666
神州租车(江北力帆体育场店);洋河四路(卜蜂莲花超市收货区旁);29.5858;106.5339;023-67871760;023-67871780
诚信汽车租赁行(桃花源大道南路);金银山大道南路477号附近;28.8276;108.771;15310581888;18996975038
明强租车;江南大道1-18号附近;29.5315;106.5658;023-62604098;null
畅行租车(总店);都市花园西路146号;29.5388;106.4491;13983417779;15723255558
友诚租车(金龙路店);金龙路12号建设银行对面;29.5838;106.5118;15215119818;null
万方寄用车行;304省道西50米;28.2645;109.0352;null;null
重庆市荣昌区恒易汽车租赁有限公司;五洲国际商贸城5栋1-50-51;29.3993;105.6138;15683183854;null
永安汽车租赁;梁平体育场东90米(马房街西);30.6764;107.8003;023-85910578;18523698539
恒安汽车(七星路);迎凤路181附近;28.4547;109.002;13896467606;13609490030
捷安租车;义洲四街与武陵北路交叉口东北50米;28.4493;109.0135;null;null
远航汽车租赁;迎凤路165号附近;28.4539;109.0016;13996900786;null
盼达用车(蔡家中央大街);蔡家岗镇嘉瑞大道蔡家公交站;29.7363;106.4882;null;null
盼达用车(北碚天府丽正);东阳镇天府丽正小区旁;29.8441;106.4525;null;null
盼达用车(钰鑫集团);金桥路16号金鑫大厦金苑食府门口;29.4523;106.4782;null;null
聚马飞腾新能源汽车綦江区线下体验中心;世纪花城-3期;29.0605;106.6377;023-61273697;18696559603
重庆市威通出租汽车有限公司;鱼洞街道鱼轻路48号;29.3808;106.5142;023-66293868;023-66212874
重庆久友汽车租赁有限公司;奔月路与龙溪路交叉口东南150米;29.8187;106.4308;023-68322256;023-61302655
佳美汽车租赁;文庙街西100米;29.2982;108.1683;null;null
兴旺租车;广东东路317号;31.0845;109.8851;null;null
重庆捷吉汽车租赁有限公司;云华路3号附近;29.8081;106.3956;023-68345933;18502322256
盼达用车(北碚兴苹停车场);中山路老城商圈兴苹停车场内;29.824;106.4369;null;null
盼达用车(两江健康科技城);悦复大道两江健康科技城门前;29.762;106.5398;023-86064346;null
鼎铭;渝巫路北50米;31.0388;108.134;023-52700010;null
重庆隆悦汽车租赁有限公司;群兴路西100米;29.8127;106.4388;null;null
重庆丹和汽车租赁有限公司;滩口正街15号附近;29.8149;106.5169;null;null
黔江区留久汽车租赁有限公司;迎宾大道1869号附近;29.5219;108.7381;null;null
小桔有车隆城汽车租赁重庆分公司;五红路22号附12号;29.5847;106.5551;023-67037196;null
大足兴旺汽车租赁有限公司(龙湖景园店);龙水镇龙湖景园2-4号;29.5606;105.7605;15111800530;null
好友汽车租赁(东风大道店);近郊东风大道76号;30.1873;105.8337;13527543686;null
秀山互邦汽车租赁有限公司;中和街道石莲路86号;28.429;108.9977;023-76862555;null
重庆市全顺汽车租赁有限公司;金佛大道与钟楼支路交叉口东50米;29.1526;107.0958;15123675444;18717023993
金顺租车(机场路);机场路;30.678;107.798;13101003563;null
重庆途牛汽车租赁有限公司;奥体五支路1号金牌大厦4-17;29.5237;106.5086;023-86151434;13368212223
丰都县乐途汽车租赁有限公司;平都大道东段315号2楼;29.8736;107.7426;null;null
盼达用车(北碚龙凤桥);龙凤桥街道龙凤路煤安厂公交站旁;29.8064;106.4323;null;null
重庆市力涵汽车租赁有限公司;书院路6号附14号;29.1477;107.1019;023-71463124;null
白马汽车租赁公司(孙家书房路);青羊宫路与高笋塘后街交叉口西北50米;30.81;108.3741;null;null
重庆市浩宇出租汽车有限公司;花卉园西四路66号;29.5794;106.5104;null;null
重庆环渝汽车租赁公司;八一路260号恒通云鼎A栋10层4;29.5545;106.5763;023-63736071;null
包记汽车租赁接待中心;桃花大道18号附8号;29.8385;107.0804;15178788817;null
重庆市合州汽车租赁有限公司(南津街玫瑰园总店);南津街街道南津街491号;29.9768;106.2761;null;null
顺路汽车租赁;天生街道辽宁路石岩村90号-17;29.8261;106.4344;023-68225788;13983041789
钢琼汽车租赁(将军路);将军路108号;29.8078;106.4115;023-88022661;15922619566
南川区锋洲汽车租赁有限责任公司;东环路181号附8号;29.1513;107.1091;023-64565446;null
重庆锦辉汽车租赁有限公司;九龙大道红星小区门面;29.0584;106.6388;023-48880088;null
科亿汽车租赁;北环路27号附近;29.1646;107.1003;null;null
浪仔汽车租赁;金佛大道119-10号附近;29.149;107.1055;023-71623716;13594557188
信安租车行;金佛大道20号附4号;29.1502;107.1026;023-71450789;13896500238
安茂汽车租赁有限公司;金山丽苑b区;29.1457;107.11;15978989222;null
重庆彩虹汽车租赁有限公司;景同路123附近;29.8518;106.8455;null;null
高宇租赁;文龙街道九龙大道85号红星安置房4栋1-27;29.057;106.6396;023-85391231;18696533526
宏通汽车租赁有限公司;迎宾南路207号;30.2452;108.383;13983574558;null
都市通汽车租赁有限公司江津分公司;泡桐树街与鼎山大道交叉口西南50米;29.2756;106.2555;null;null
重庆市长寿区瑞臻汽车租赁行;桃花大道与金山街交叉口西北100米;29.8383;107.0773;null;null
重庆市子轩汽车租赁有限责任公司;万丰路与五星南路交叉口西150米;29.5809;106.5541;null;null
重庆小马奔腾汽车租赁有限公司(北环路);北环路7号(合川客运中心对面);30.0066;106.267;023-42813205;13983979739
竣翔汽车租赁公司(望祥路);凉亭子89号附33号;29.3499;105.9079;15922792582;18580400322
铜梁巨龙吊车租赁有限公司;南城街道办事处西环路226-230号;29.8358;106.0453;023-45642407;13983486279
重庆市博坦私户营运网约车办理中心;昌州大道中段218号9幢附2号;29.3602;105.906;023-49522387;13527316320
重庆柏萨罗汽车租赁有限公司;国际商务大厦B座15-B1号;29.5289;106.5658;null;null
钢仔租车(总店);金佛大道41号附15号;29.147;107.1095;null;null
重庆恺方汽车租赁公司;金山大道7号附21号;29.1459;107.0983;null;null
穆姐小车租赁;万盛经开区松林路57-1-1号;28.9569;106.9289;023-48001738;13996331159
耀安汽车租赁;金佛大道125号附4号;29.1497;107.1031;023-71622555;17784717019
启富租车;城西路90号附近;29.1617;107.0949;null;null
重庆小马奔腾汽车租赁有限公司(南津街);南津街29号;29.9774;106.2749;null;null
飞哥车行;凤栖北路132号附近;28.4381;109.0;15310580166;null
神州租车观音桥步行街客户自助服务点;建新北路15附近;29.576;106.5302;13638342013;null
一嗨租车（南坪会展中心店);江南大道2号会展花市2号出口;29.5353;106.5644;023-62314858;null
重庆中茂租车公司(渝北五红路店);五红路27号附15号;29.5839;106.5528;023-67015018;null
重庆市大足区畅运汽车租赁有限公司;五星大道666号3幢2-30号;29.6636;105.7342;15683359087;null
重庆市涪陵区杰龙汽车租赁有限公司;望州路3号;29.6958;107.4018;023-72223367;023-72004299
瑞升租赁行;区红十字会医院北100米(泰和路);30.6612;107.7827;13212550655;53338636
一嗨租车(巴南万达广场店);龙海大道5号7幢1-40室;29.3992;106.5422;023-66487604;null
云阳县优力汽车租赁门市;双江街道杏花路102号;30.931;108.6957;023-55336669;13996553553
重庆竟腾汽车租赁有限公司;民主新街25号附近;29.4403;106.5415;null;null
诚信租赁;何家坝路与桃花源南路交叉口西50米;28.8192;108.7777;null;null
一嗨租车（重庆西站便捷点）;重庆西站北循环道社会车辆临时停车场内;29.5035;106.4337;17725112941;null
正大神女租车;广东东路251号1-1;31.084;109.8852;023-57622767;023-57580006
百安商务租车;和平路207号;29.5537;106.5686;023-63639168;null
左中右(重庆)电动汽车服务有限公司歇马直营店;歇马路附近;29.756;106.3639;null;null
燕兴渝黔出租汽车有限责任公司;城西五路8号;29.5274;108.7685;null;null
神州租车大学城轻轨站客户自助服务点;大学城北路轨道1号线大学城站1号出口旁露天停车场(轻轨停车场旁);29.6076;106.3104;4006166666;18580135361
众鑫租车行;万盛经开区万东北路58号;28.9514;106.9262;023-48273128;18983088885
愉凯租车;凤凰路240号;31.1722;108.3945;13098609111;null
月顺汽车租赁;南涪路与平安巷交叉口西150米;29.1621;107.0939;null;null
一嗨租车(江北机场T3店);null;29.7027;106.6579;18983665184;null
一嗨租车(典雅华美达广场酒店送车点);鱼洞云锦路1号典雅天城附近(轻轨鱼洞站对面);29.3738;106.5062;023-66487604;null
林翔汽车租赁公司;南山中路西四巷与永兴街南三路交叉口西50米;31.1612;108.3957;null;null
一嗨租车(三峡移民纪念馆送车点);南滨大道1509号;30.8084;108.401;023-58122859;null
神州租车(九公里典雅戴斯酒店停车网点);九公里渝南大道68号典雅戴斯酒店露天停车场;29.4619;106.5611;null;null
君顺汽车租赁有限责任公司支坪办事处;平安路60号附近;29.2424;106.3897;null;null
重庆交运汽车租赁有限公司北碚办事处;碚南大道392附近;29.8001;106.4117;null;null
沙龙汽车租赁;沙龙路一段1122号;30.8004;108.3722;023-58123789;null
易租通汽车租赁(福康路);金剑路498号2栋3号;29.5638;106.2329;023-41668235;null
神州租车合川文峰东城客户自助服务点;南津街街道文峰东城南门对面(太平桥小区门口);29.9803;106.2736;null;null
重庆市百纪汽车租赁有限公司;洋河北路邦渝花苑3号;29.5835;106.5427;null;null
乐途租车;名山大道309号附近;29.8625;107.7367;null;null
鑫运租车;滨江路8号楼;29.8707;107.7369;null;null
重庆渝易行汽车租赁有限公司;凯歌二支路9号;29.6964;106.6129;13996207018;null
重庆市鼎犇汽车租赁有限公司南岸区分公司;白鹤路155号附3-5号;29.5152;106.568;null;null
重庆百盈汽车租赁有限公司;南兴路与金山路交叉口西北100米;29.5195;106.5714;023-62753728;023-62772007
神州租车(回兴职教中心客户自助服务点);宝桐路308号职教中心大门对面露天停车场;29.6926;106.6003;null;null
重庆交运汽车租赁有限公司云阳分公司;云江大道;30.9378;108.6968;null;null
盼达用车(蔡家同源站);同源路16号力帆三工厂1号门;29.7456;106.4726;null;null
金龙汽车租赁(民营街店);过水巷2号;29.8385;106.061;023-45672469;13206022999
神州租车(万州汽车北站送车点);黑龙江路21号万州汽车北站出站口;30.8458;108.371;null;null
一嗨租车(状元碑店);云轩路55号;29.807;106.3988;023-68262636;null
一嗨租车(巴南佳兆业广场送车点);龙洲湾龙洲大道(巴文化公园斜对面);29.4123;106.5379;023-66487604;null
重庆达的汽车租赁服务有限公司;春申大道336号附近;31.3952;109.5552;null;null
丰都县安达汽车租赁行;滨江东路40号附近;29.8721;107.7354;null;null
驿站网约车江津分公司;鼎山大道223号;29.276;106.256;023-47554557;18512340444
一嗨租车(重庆赛豪大酒店送车点);新市街76号;29.3831;106.524;023-66487604;null
神州租车(西部新城客运站送车点);盛德路南50米西部新城客运站;29.6142;106.3249;18580135361;null
首汽瑞卡租车(重庆南坪会展中心店);亚太路1号1栋裙楼1单元1-B1-39号;29.534;106.5598;null;null
君辉汽贸;津马大道津城首府134号;29.4427;106.2851;null;null
神州租车(重庆凯宾斯基酒店送车点);江南大道2号凯宾斯基酒店(重庆国际会展中心旁);29.5353;106.5612;null;null
荣华运输有限公司汽车租赁部;昌州大道中段466号附1号;29.3994;105.5933;023-46742585;18166440919
五季元食疗养生养老旅游度假基地;铁山坪逸兴路19号1幢;29.6104;106.6899;null;null
神州租车(大学城汉庭酒店送车点);大学城南路富力城2P-3号;29.5993;106.3078;null;null
重庆市足行汽车租赁有限公司;二环北路中段189号;29.7065;105.716;15025466777;null
辉耀汽车租赁有限公司;淮远古韵北街一支路东100米;29.826;106.063;null;null
大方租车(永川店);中山大道东段与官井路交叉口东南150米;29.3535;105.908;null;null
一嗨;凯歌路15号附近;29.6987;106.6216;null;null
锦辉汽车租赁有限公司江津分公司;鼎山大道18号西南50米;29.2756;106.2555;null;null
多多汽车租赁;洋河北路7号附9号;29.5864;106.5361;023-67758825;null
盼达用车(大江轻轨站);大江轻轨站和顺园小区广场;29.3832;106.5008;null;null
自由行汽车租赁;合阳城街道办事处马家沟路36号1栋;30.009;106.2673;17783004199;null
神州租车(二郎金茂酒店停车网点);科城路66号附2号金茂酒店门口露天停车场;29.5093;106.4593;null;null
重庆龙凯汽车租赁有限责任公司;璧青路615附近;29.585;106.2378;null;null
震荣汽车租赁代驾服务有限公司;鼎山大道215号附近;29.2756;106.2553;null;null
一嗨租车;康庄地铁站1号口东50米;29.6349;106.4795;15800350361;null
一嗨租车(洋人街店);腾龙大道50号附56号;29.5969;106.5973;023-62304148;null
